S1_0.0,S2_0.0,S3_0.0,S4_0.0,S5_0.0,S6_0.0,S7_0.0,S8_0.0,S9_0.0,S10_0.0,S11_0.0,S12_0.0,S13_0.0,S14_0.0,S15_0.0,S16_0.0,S17_0.0
0.030538055966904325,0.01640808222778953,0.047169811320754734,0.01666620602774569,0.013996389503725889,0.013664152896290733,0.022935779816513784,0.009219499873705468,0.013752207923290433,0.4999999999999999,0.04716981132075469,0.049019607843137254,0.04716981132075472,0.01428571428571421,0.04237288135593219,0.01581878005568182,0.015762925598991173
